PassengerId,Survived
984,0.42568888256500564
985,0.33277371068831907
986,0.3707220004536552
987,0.33223630371013807
988,0.4824527588992271
989,0.3325094468320145
990,0.3323597677838036
991,0.33277371068831907
992,0.43296501787895314
993,0.3707220004536552
994,0.3321394774331881
995,0.332192330204449
996,0.33376036622221783
997,0.3633754652483882
998,0.332289156481399
999,0.3321394774331881
1000,0.3341743091267333
1001,0.34323855939798
1002,0.3475636073758031
1003,0.33220120947002085
1004,0.3827284587954545
1005,0.33115282189928935
1006,0.7846209314634436
1007,0.34631289939668486
1008,0.3293647069419901
1009,0.35106076954459525
1010,0.4748244127175969
1011,0.3707220004536552
1012,0.3490523642366805
1013,0.3321394774331881
1014,0.43784501995501585
1015,0.33108242200796983
1016,0.3321394774331881
1017,0.34979230303433334
1018,0.33223630371013807
1019,0.3649081956149547
1020,0.34323855939798
1021,0.33277371068831907
1022,0.33277371068831907
1023,0.3760072775797466
1024,0.3695945451371174
1025,0.3293647069419901
1026,0.33244771479518176
1027,0.3323597677838036
1028,0.3310295692367089
1029,0.34323855939798
1030,0.33277371068831907
1031,0.4149069172277792
1032,0.4149069172277792
1033,0.6361486177259648
1034,0.8704449527255957
1035,0.3707220004536552
1036,0.3718847614213953
1037,0.35380911365016277
1038,0.42539819232307063
1039,0.33277371068831907
1040,0.3718847614213953
1041,0.3707220004536552
1042,0.49156098267616294
1043,0.33244771479518176
1044,0.36606946175684096
1045,0.34151196506642845
1046,0.38211177266038215
1047,0.3317166552631008
1048,0.7846209314634436
1049,0.3323597677838036
1050,0.3718847614213953
1051,0.34487699530706833
1052,0.3321041717819858
1053,0.34798642954589043
1054,0.34429561482319826
1055,0.3305538942953607
1056,0.34323855939798
1057,0.36231840982316993
1058,0.42250883702377895
1059,0.3884276788260614
1060,0.37435996240508645
1061,0.33470283683934243
1062,0.3317166552631008
1063,0.3310295692367089
1064,0.3451412591633729
1065,0.33103844850228076
1066,0.38211177266038215
1067,0.39820544150933046
1068,0.3934486920958482
1069,0.43296501787895314
1070,0.39820544150933046
1071,0.49156098267616294
1072,0.34323855939798
1073,0.49156098267616294
1074,0.4280144045004859
1075,0.3321394774331881
1076,0.8390415273310412
1077,0.34958089194928965
1078,0.36015144620147244
1079,0.33277371068831907
1080,0.4627915279901672
1081,0.34323855939798
1082,0.3707220004536552
1083,0.3707220004536552
1084,0.3464097256736348
1085,0.34186438734519625
1086,0.38446372098149284
1087,0.3323597677838036
1088,0.6001030277260214
1089,0.332192330204449
1090,0.33795328227188864
1091,0.3329058426164713
1092,0.3485238365240714
1093,0.3461983145885912
1094,0.796768189587882
1095,0.3707220004536552
1096,0.33795328227188864
1097,0.37017592562098744
1098,0.3321394774331881
1099,0.33795328227188864
1100,0.37435996240508645
1101,0.33244771479518176
1102,0.3633754652483882
1103,0.3306595998378825
1104,0.47114226584939156
1105,0.3707220004536552
1106,0.332192330204449
1107,0.40560482948585835
1108,0.3324126205550645
1109,0.6643015976879731
1110,0.7628895632096362
1111,0.33277371068831907
1112,0.3450531007409097
1113,0.33277371068831907
1114,0.33795328227188864
1115,0.33223630371013807
1116,0.3737785819212164
1117,0.34798642954589043
1118,0.33223630371013807
1119,0.3321394774331881
1120,0.3476781921838968
1121,0.34323855939798
1122,0.45317232362068083
1123,0.3718847614213953
1124,0.32948795960457056
1125,0.3324126205550645
1126,0.4664559163272288
1127,0.3323597677838036
1128,0.47484195983765554
1129,0.3310295692367089
1130,0.34323855939798
1131,0.5407493656000151
1132,0.37435996240508645
1133,0.37917844385540145
1134,0.6001030277260214
1135,0.3324301676751231
1136,0.365331017785042
1137,0.42539819232307063
1138,0.36015144620147244
1139,0.38446372098149284
1140,0.3707220004536552
1141,0.34631289939668486
1142,0.3744216944419192
1143,0.3325094468320145
1144,0.6049215091763365
1145,0.33546920202262565
1146,0.3358391714214521
1147,0.3317166552631008
1148,0.3321394774331881
1149,0.33277371068831907
1150,0.34323855939798
1151,0.332192330204449
1152,0.35254064713990085
1153,0.3323597677838036
1154,0.36437966790234555
1155,0.34151196506642845
1156,0.3426836052997404
1157,0.33244771479518176
1158,0.3157551183423048
1159,0.3317166552631008
1160,0.33277371068831907
1161,0.3340686035842115
1162,0.4748244127175969
1163,0.3321394774331881
1164,0.6049215091763365
1165,0.3485238365240714
1166,0.3310295692367089
1167,0.3707220004536552
1168,0.33795328227188864
1169,0.3707220004536552
1170,0.36015144620147244
1171,0.33795328227188864
1172,0.3340686035842115
1173,0.34487699530706833
1174,0.3321394774331881
1175,0.34798642954589043
1176,0.35848658390675364
1177,0.33108242200796983
1178,0.33108242200796983
1179,0.4896760414419137
1180,0.33103844850228076
1181,0.33277371068831907
1182,0.39947390801959237
1183,0.3304481887528389
1184,0.33103844850228076
1185,0.4888126385705954
1186,0.3358391714214521
1187,0.33244771479518176
1188,0.4036581562147764
1189,0.36158735029108896
1190,0.411947162037168
1191,0.3323597677838036
1192,0.332192330204449
1193,0.3475636073758031
1194,0.36015144620147244
1195,0.3340686035842115
1196,0.3321394774331881
1197,0.3718847614213953
1198,0.6361486177259648
1199,0.3355220547938866
1200,0.5134244828581227
1201,0.34558162845351886
1202,0.3340686035842115
1203,0.3310295692367089
1204,0.33176950803436167
1205,0.3321394774331881
1206,0.6024989495528211
1207,0.3321041717819858
1208,0.6255163314369492
1209,0.33795328227188864
1210,0.3323597677838036
1211,0.3823496101310563
1212,0.332192330204449
1213,0.33103844850228076
1214,0.34323855939798
1215,0.3718847614213953
1216,0.7625460201964402
1217,0.3306595998378825
1218,0.39820544150933046
1219,0.48319269769687995
1220,0.3707220004536552
1221,0.34323855939798
1222,0.3934486920958482
1223,0.37854421060027044
1224,0.3310295692367089
1225,0.34903481711662193
1226,0.33244771479518176
1227,0.3707220004536552
1228,0.34323855939798
1229,0.33103844850228076
1230,0.3823496101310563
1231,0.33103844850228076
1232,0.33795328227188864
1233,0.33177838729993353
1234,0.4627915279901672
1235,1.3988758390577847
1236,0.3464097256736348
1237,0.3319280663481444
1238,0.34323855939798
1239,0.33103844850228076
1240,0.34429561482319826
1241,0.36015144620147244
1242,0.4497015878375191
1243,0.33795328227188864
1244,0.47114226584939156
1245,0.45317232362068083
1246,0.3592529490900369
1247,0.3707220004536552
1248,0.4245878536340983
1249,0.3324126205550645
1250,0.3321394774331881
1251,0.34862954206659325
1252,0.4627915279901672
1253,0.39398609907402915
1254,0.36015144620147244
1255,0.3340686035842115
1256,0.43296501787895314
1257,0.4627915279901672
1258,0.34632156725117164
1259,0.39965889271900557
1260,0.44133330285823613
1261,0.3450531007409097
1262,0.3400673931223252
1263,0.6001030277260214
1264,0.3157551183423048
1265,0.34323855939798
1266,0.4888126385705954
1267,0.8704449527255957
1268,0.3340686035842115
1269,0.3400673931223252
1270,0.42146066086413253
1271,0.38211177266038215
1272,0.3321394774331881
1273,0.3324126205550645
1274,0.3464097256736348
1275,0.34979230303433334
1276,0.34297429554167547
1277,0.45317232362068083
1278,0.332192330204449
1279,0.34323855939798
1280,0.3321394774331881
1281,0.3603100045152552
1282,0.5134244828581227
1283,0.39905108584950505
1284,0.358565863063645
1285,0.33795328227188864
1286,0.36231840982316993
1287,0.44260176936849804
1288,0.33108242200796983
1289,0.48319269769687995
1290,0.332192330204449
1291,0.3321041717819858
1292,0.6643015976879731
1293,0.36015144620147244
1294,0.44133330285823613
1295,0.41532973939786655
1296,0.37435996240508645
1297,0.34506198000648153
1298,0.33795328227188864
1299,0.7628895632096362
1300,0.3320777453963554
1301,0.34487699530706833
1302,0.3321394774331881
1303,0.5060250948815948
1304,0.332192330204449
1305,0.33277371068831907
1306,0.5459817899548456
1307,0.33108242200796983
1308,0.33277371068831907
1309,0.3630230429696204
